bodyPart,equipment,gifUrl,id,name,target,instructions
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0020.gif,20,balance board,quads,"<ol>
  <li>Step 1: Place the balance board on a flat surface, ensuring it is stable and secure.</li>
  <li>Step 2: Stand on the balance board with your feet shoulder-width apart and your toes pointing forward.</li>
  <li>Step 3: Keep your core engaged and your eyes looking straight ahead.</li>
  <li>Step 4: Shift your weight to one side of the board, lifting the opposite foot off the ground.</li>
  <li>Step 5: Hold this position for 10-30 seconds, then switch sides and repeat.</li>
  <li>Step 6: As you become more comfortable with the exercise, try shifting your weight in different directions to challenge your balance.</li>
  <li>Step 7: Perform 2-3 sets of 10-15 repetitions, or as recommended by your fitness instructor or physical therapist.</li>
  <li>Step 8: Always use caution and stop the exercise if you feel any pain or discomfort.</li>
  <li>Step 9: When finished, carefully step off the balance board and store it in a safe place.</li>
</ol>"
upper arms,band,http://d205bpvrqc9yn1.cloudfront.net/0968.gif,968,band alternating biceps curl,biceps,"<ol>
  <li>Begin by standing with your feet shoulder-width apart, and place the exercise band under the arches of both feet.</li>
  <li>Grasp the handles of the band with your palms facing forward and your arms extended down at your sides.</li>
  <li>Keeping your elbows close to your sides, exhale and curl the band up towards your shoulders, contracting your biceps. </li>
  <li>Pause at the top of the movement and inhale.</li>
  <li>Slowly lower the band back down to the starting position, while exhaling.</li>
  <li>Repeat the movement with the opposite arm.</li>
  <li>Continue alternating arms for the desired number of repetitions.</li>
  <li>Be sure to keep your core engaged and your back straight throughout the exercise.</li>
  <li>Adjust the tension of the band as needed to increase or decrease the resistance.</li>
  <li>Perform 2-3 sets of 10-12 repetitions for optimal results.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0969.gif,969,band alternating v-up,abs,"<ol>
  <li>Begin by lying down on your back with your legs straight and your arms extended above your head, holding the exercise band with both hands.</li>
  <li>Place the exercise band around the arches of your feet, holding the ends of the band securely in your hands.</li>
  <li>Engage your core and lift your legs and upper body off the ground, simultaneously pulling the exercise band towards your feet.</li>
  <li>As you lift your legs and upper body, bring your hands towards your feet, performing a v-up motion.</li>
  <li>Lower your legs and upper body back down to the starting position while keeping the exercise band taut.</li>
  <li>Repeat the exercise for the desired number of repetitions, alternating which foot the exercise band is wrapped around.</li>
</ol>"
back,band,http://d205bpvrqc9yn1.cloudfront.net/0970.gif,970,band assisted pull-up,lats,"<ol>
<li>Attach the exercise band to a pull-up bar or sturdy anchor point above you.</li>
<li>Step onto the exercise band and grip the bar with your palms facing away from you and your hands shoulder-width apart.</li>
<li>Hang from the bar with your arms fully extended and your feet off the ground.</li>
<li>Engage your back muscles and pull your chest towards the bar while keeping your elbows close to your body.</li>
<li>Pause briefly at the top of the movement, then slowly lower yourself back down to the starting position.</li>
<li>Repeat for your desired number of reps.</li>
<li>Gradually decrease the thickness of the exercise band or increase the number of reps to progress the exercise and eventually work towards unassisted pull-ups.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0971.gif,971,band assisted wheel rollerout,abs,"<ol>
<li>Start by placing the exercise band around a stable anchor point, such as a pole or heavy piece of furniture.</li>
<li>Grab the handles of the exercise band and kneel down on a mat or soft surface.</li>
<li>Place the wheel roller in front of your knees and hold onto the handles with both hands.</li>
<li>Engage your core muscles and slowly roll the wheel forward, extending your arms in front of you.</li>
<li>As you roll out, keep your back straight and your abs tight to prevent your lower back from sagging.</li>
<li>Once you have reached a comfortable distance, hold the position for a few seconds before rolling back to the starting position.</li>
<li>Repeat for 10-15 repetitions, focusing on maintaining proper form and control throughout the movement.</li>
<li>As you progress, you can increase the difficulty by moving the anchor point farther away or using a thicker resistance band.</li>
</ol>"
chest,band,http://d205bpvrqc9yn1.cloudfront.net/1254.gif,1254,band bench press,pectorals,"<ol>
<li>Start by lying down on a bench with your back flat against the bench and your feet firmly planted on the ground.</li>
<li>Place the exercise band under the bench and hold onto the handles with your hands.</li>
<li>Extend your arms straight up above your chest, keeping your elbows slightly bent.</li>
<li>Slowly lower your arms down towards your chest, keeping your elbows close to your body.</li>
<li>Pause when your hands are at chest level, then slowly push your arms back up to the starting position.</li>
<li>Repeat for the desired number of reps.</li>
</ol>"
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/0980.gif,980,band bent-over hip extension,glutes,"<ol>
<li>Step 1: Begin by standing with your feet shoulder-width apart, and place the exercise band around your ankles.</li>
<li>Step 2: Bend forward at the hips, keeping your back straight and your head up.</li>
<li>Step 3: Place your hands on your hips or hold onto a stable object for balance.</li>
<li>Step 4: Slowly lift one leg behind you, keeping your knee straight and your foot flexed.</li>
<li>Step 5: Hold the position for a few seconds, then slowly lower your leg back down.</li>
<li>Step 6: Repeat the movement with the other leg.</li>
<li>Step 7: Continue alternating legs for the desired number of repetitions or time.</li>
<li>Step 8: To increase the intensity, you can use a stronger exercise band or add ankle weights.</li>
<li>Step 9: Remember to breathe throughout the exercise and maintain proper form to avoid injury.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0972.gif,972,band bicycle crunch,abs,"<ol>
<li>Begin by lying on your back with your knees bent and feet flat on the ground.</li>
<li>Place the exercise band around the soles of your feet and hold the handles in each hand, with your arms extended straight up towards the ceiling.</li>
<li>Bring your hands to the sides of your head and lift your head, neck, and shoulders off the ground.</li>
<li>Simultaneously, bring your right knee towards your chest and extend your left leg out straight, while twisting your torso to bring your left elbow towards your right knee.</li>
<li>Return to the starting position and repeat on the other side, bringing your left knee towards your chest and extending your right leg out straight, while twisting your torso to bring your right elbow towards your left knee.</li>
<li>Continue alternating sides for the desired number of repetitions or time.</li>
<li>Remember to engage your core muscles throughout the exercise and keep your movements controlled and smooth.</li>
</ol>"
back,band,http://d205bpvrqc9yn1.cloudfront.net/0974.gif,974,band close-grip pulldown,lats,"<ol>
<li>Attach the exercise band to a sturdy overhead anchor point, such as a pull-up bar or door frame.</li>
<li>Grab the exercise band with both hands, using an overhand grip with your palms facing down.</li>
<li>Step back from the anchor point until you feel tension in the band.</li>
<li>Stand with your feet shoulder-width apart and engage your core muscles.</li>
<li>Bring your hands down to your chest, keeping your elbows close to your body.</li>
<li>Slowly pull the band down towards your hips, squeezing your shoulder blades together as you do so.</li>
<li>Pause briefly at the bottom of the movement, then slowly release the tension and return to the starting position.</li>
<li>Repeat for your desired number of repetitions.</li>
<li>Remember to breathe steadily throughout the exercise, inhaling as you pull the band down and exhaling as you release the tension.</li>
</ol>"
upper arms,band,http://d205bpvrqc9yn1.cloudfront.net/0975.gif,975,band close-grip push-up,triceps,"<ol>
  <li>Place the exercise band around your back, just below your shoulder blades.</li>
  <li>Get into a push-up position with your hands close together, directly under your shoulders.</li>
  <li>Lower yourself down towards the ground, keeping your elbows close to your body.</li>
  <li>Push yourself back up to the starting position.</li>
  <li>Repeat for desired number of reps.</li>
</ol>"
upper arms,band,http://d205bpvrqc9yn1.cloudfront.net/0976.gif,976,band concentration curl,biceps,"<ol>
<li>Step 1: Begin by sitting on a chair or bench with your feet flat on the ground, holding an exercise band with both hands.</li>
<li>Step 2: Place the center of the band under the arches of your feet and hold onto the ends of the band with your hands.</li>
<li>Step 3: Keep your elbows close to your sides and your forearms parallel to the ground.</li>
<li>Step 4: Slowly curl the band up towards your shoulders, keeping your elbows in place and your wrists straight.</li>
<li>Step 5: Hold the contraction for a second, then slowly lower the band back down to the starting position.</li>
<li>Step 6: Repeat for the desired number of repetitions.</li>
<li>Step 7: To increase the resistance, move your hands closer together on the band or use a thicker band.</li>
</ol>"
